Case ID;Activity;Start Date;End Date;Agent Position;Customer ID;Product;Service Type;Resource
Case 3387;Handle Case;10.4.10 13:47;10.4.10 13:48;FL;Customer 2813;iPhone;Referred to Servicer;Ton
Case 3399;Handle Case;14.3.10 9:55;14.3.10 9:55;FL;Customer 2837;iPhone;Product Assistance;Christian
Case 3399;Handle Case;14.3.10 10:03;14.3.10 10:04;FL;Customer 2837;iPhone;Product Assistance;Harold
Case 3399;Handle Case;15.3.10 12:58;15.3.10 12:59;FL;Customer 2837;iPhone;Product Assistance;Harold
Case 3399;Handle Case;18.3.10 14:43;18.3.10 14:43;FL;Customer 2837;iPhone;Product Assistance;David
Case 3411;Handle Case;13.3.10 14:20;13.3.10 14:22;FL;Customer 2847;iPhone;Referred to Servicer;Nancy
Case 3411;Handle Case;14.3.10 12:09;14.3.10 12:17;FL;Customer 2847;iPhone;Referred to Servicer;Nancy
Case 3431;Handle Case;8.3.10 6:40;8.3.10 6:43;FL;Customer 2864;MacBook Pro;Referred to Servicer;Helen
Case 3451;Handle Case;21.3.10 12:06;21.3.10 12:06;FL;Customer 2878;iPhone;Product Assistance;Harold
Case 3451;Handle Case;21.3.10 15:04;21.3.10 15:05;FL;Customer 2878;iPhone;Product Assistance;Ton
Case 3451;Handle Case;27.3.10 10:04;27.3.10 10:08;FL;Customer 2878;iPhone;Product Assistance;Ton
Case 3451;Handle Case;27.3.10 14:53;27.3.10 14:55;FL;Customer 2878;iPhone;Product Assistance;Harold
Case 3451;Handle Case;29.3.10 8:50;29.3.10 8:52;FL;Customer 2878;iPhone;Product Assistance;David
Case 3451;Handle Case;2.4.10 13:24;2.4.10 13:24;FL;Customer 2878;iPhone;Product Assistance;David
Case 3458;Handle Case;1.4.10 11:51;1.4.10 11:53;FL;Customer 2883;iPhone;Product Assistance;Harold
Case 3458;Handle Case;1.4.10 13:29;1.4.10 13:30;FL;Customer 2883;iPhone;Product Assistance;David
Case 3469;Handle Case;7.3.10 9:10;7.3.10 9:10;FL;Customer 2890;iPhone;Referred to Servicer;Mary
Case 3474;Handle Case;27.3.10 16:27;27.3.10 16:38;BL;Customer 2894;iPhone;Product Assistance;Steve
Case 3474;Handle Case;8.4.10 14:06;8.4.10 14:10;BL;Customer 2894;iPhone;Product Assistance;Steve
Case 3474;Handle Case;10.4.10 9:05;10.4.10 9:06;FL;Customer 2894;iPhone;Product Assistance;David
Case 3475;Handle Case;21.3.10 9:10;21.3.10 9:11;BL;Customer 2895;MacBook Pro;Referred to Servicer;Mathias
Case 3478;Handle Case;12.3.10 11:36;12.3.10 11:41;FL;Customer 2898;MacBook Pro;Referred to Servicer;Samuil
Case 3478;Handle Case;12.3.10 11:42;12.3.10 11:42;FL;Customer 2898;MacBook Pro;Referred to Servicer;Samuil
Case 3478;Handle Case;28.3.10 14:34;28.3.10 14:35;BL;Customer 2898;MacBook Pro;Referred to Servicer;Steve
Case 3515;Handle Case;6.3.10 16:55;6.3.10 16:55;FL;Customer 2929;iPhone;Product Assistance;Ton
Case 3515;Handle Case;7.3.10 10:29;7.3.10 10:40;FL;Customer 2929;iPhone;Product Assistance;Ton
Case 3515;Handle Case;19.3.10 10:26;19.3.10 10:28;FL;Customer 2929;iPhone;Product Assistance;Ton
Case 3518;Handle Case;21.3.10 9:23;21.3.10 9:23;FL;Customer 2931;iPhone;Product Assistance;Mary
Case 3521;Handle Case;5.3.10 7:40;5.3.10 7:42;BL;Customer 2934;MacBook Pro;Referred to Servicer;Mathias
Case 3527;Handle Case;3.4.10 10:04;3.4.10 10:28;FL;Customer 2940;iPhone;Product Assistance;Mariska
Case 3527;Handle Case;3.4.10 10:34;3.4.10 10:39;FL;Customer 2940;iPhone;Product Assistance;Mariska
Case 3529;Handle Case;11.3.10 11:12;11.3.10 12:44;FL;Customer 2942;iPhone;Referred to Servicer;Susi
Case 3530;Handle Case;19.4.10 13:59;19.4.10 14:03;BL;Customer 2943;MacBook Pro;Referred to Servicer;Steve
Case 3530;Handle Case;24.4.10 11:01;24.4.10 11:07;BL;Customer 2943;MacBook Pro;Referred to Servicer;Stephanie
Case 3530;Handle Case;24.4.10 14:31;24.4.10 14:33;BL;Customer 2943;MacBook Pro;Referred to Servicer;Steve
Case 3530;Handle Case;25.4.10 6:50;25.4.10 6:51;FL;Customer 2943;MacBook Pro;Referred to Servicer;Ross
Case 3530;Handle Case;25.4.10 14:02;25.4.10 14:08;BL;Customer 2943;MacBook Pro;Referred to Servicer;Steve
Case 3530;Handle Case;25.4.10 17:22;25.4.10 17:30;FL;Customer 2943;MacBook Pro;Referred to Servicer;Tom
Case 3532;Handle Case;11.3.10 9:14;11.3.10 9:18;BL;Customer 2945;MacBook Pro;Referred to Servicer;Mathias
Case 3543;Handle Case;13.3.10 15:16;13.3.10 15:17;FL;Customer 836;MacBook Pro;Product Assistance;David
Case 3559;Handle Case;12.3.10 10:28;12.3.10 10:30;FL;Customer 2965;iPhone;Product Assistance;Harold
Case 3559;Handle Case;12.3.10 11:29;12.3.10 11:30;FL;Customer 2965;iPhone;Product Assistance;David
Case 3561;Handle Case;13.3.10 15:01;13.3.10 15:02;FL;Customer 2967;iPhone;Product Assistance;Mary
Case 3567;Handle Case;9.3.10 14:14;9.3.10 14:16;FL;Customer 2972;MacBook Pro;Product Assistance;Harold
Case 3567;Handle Case;11.3.10 7:45;11.3.10 7:45;FL;Customer 2972;MacBook Pro;Product Assistance;David
Case 3579;Handle Case;14.3.10 7:28;14.3.10 7:30;BL;Customer 2980;MacBook Pro;Referred to Servicer;Mathias
Case 3586;Handle Case;5.4.10 8:13;5.4.10 8:17;BL;Customer 2985;MacBook Pro;Referred to Servicer;Mathias
Case 3603;Handle Case;4.4.10 8:38;4.4.10 8:38;FL;Customer 3000;MacBook Pro;Product Assistance;Steffi
Case 3603;Handle Case;4.4.10 15:32;4.4.10 15:36;FL;Customer 3000;MacBook Pro;Product Assistance;Steffi
Case 3608;Handle Case;14.3.10 12:11;14.3.10 12:11;FL;Customer 3005;iPhone;Product Assistance;Susi
Case 3629;Handle Case;4.4.10 11:44;4.4.10 11:45;FL;Customer 3023;iPhone;Product Assistance;Henk
Case 3629;Handle Case;10.4.10 11:53;10.4.10 11:53;FL;Customer 3023;iPhone;Product Assistance;Henk
Case 3640;Handle Case;18.3.10 14:56;18.3.10 15:01;FL;Customer 3030;iPhone;Product Assistance;Mary
Case 3640;Handle Case;20.3.10 12:56;20.3.10 12:58;FL;Customer 3030;iPhone;Product Assistance;Wil
Case 3640;Handle Case;21.3.10 11:17;21.3.10 11:17;FL;Customer 3030;iPhone;Product Assistance;David
Case 3640;Handle Case;9.4.10 13:57;9.4.10 13:57;FL;Customer 3030;iPhone;Product Assistance;Wil
Case 3648;Handle Case;18.3.10 7:20;18.3.10 7:24;BL;Customer 3037;MacBook Pro;Referred to Servicer;Mathias
Case 3648;Handle Case;9.4.10 8:23;9.4.10 8:29;BL;Customer 3037;MacBook Pro;Referred to Servicer;Mathias
Case 3652;Handle Case;1.4.10 17:55;1.4.10 17:55;FL;Customer 3040;MacBook Pro;Product Assistance;Christian
Case 3653;Handle Case;28.3.10 17:21;28.3.10 17:29;FL;Customer 3041;iPhone;Product Assistance;Harold
Case 3654;Handle Case;1.4.10 15:21;1.4.10 15:21;FL;Customer 3042;MacBook Pro;Product Assistance;David
Case 3654;Handle Case;23.4.10 11:05;23.4.10 11:06;FL;Customer 3042;MacBook Pro;Product Assistance;David
Case 3657;Handle Case;7.3.10 14:36;7.3.10 14:36;FL;Customer 3045;MacBook Pro;Referred to Servicer;Nancy
Case 3659;Handle Case;6.3.10 9:57;6.3.10 9:57;FL;Customer 3047;MacBook Pro;Referred to Servicer;Christian
Case 3665;Handle Case;8.3.10 8:34;8.3.10 8:34;FL;Customer 3053;MacBook Pro;Referred to Servicer;Susi
Case 3679;Handle Case;15.3.10 14:37;15.3.10 14:40;FL;Customer 3065;iPhone;Product Assistance;Harold
Case 3679;Handle Case;18.3.10 15:05;18.3.10 15:05;FL;Customer 3065;iPhone;Product Assistance;David
Case 3679;Handle Case;4.4.10 14:08;4.4.10 14:10;FL;Customer 3065;iPhone;Product Assistance;Harold
Case 3681;Handle Case;5.3.10 6:59;5.3.10 6:59;FL;Customer 3067;iPhone;Referred to Servicer;Henk
Case 3682;Handle Case;28.3.10 6:35;28.3.10 6:47;BL;Customer 3068;MacBook Pro;Referred to Servicer;Mathias
Case 3706;Handle Case;2.3.10 8:18;2.3.10 8:47;FL;Customer 3089;MacBook Pro;Product Assistance;Maja
Case 3706;Handle Case;2.3.10 8:47;2.3.10 8:52;FL;Customer 3089;MacBook Pro;Product Assistance;Maja
Case 3706;Handle Case;8.3.10 12:42;8.3.10 12:42;FL;Customer 3089;MacBook Pro;Product Assistance;Maja
Case 3706;Handle Case;11.3.10 13:22;11.3.10 13:22;BL;Customer 3089;MacBook Pro;Product Assistance;Steve
Case 3707;Handle Case;22.3.10 12:07;22.3.10 12:08;FL;Customer 3090;iPhone;Referred to Servicer;Elena
Case 3707;Handle Case;22.3.10 12:20;22.3.10 12:23;FL;Customer 3090;iPhone;Referred to Servicer;Ross
Case 3707;Handle Case;22.3.10 12:50;22.3.10 12:53;FL;Customer 3090;iPhone;Referred to Servicer;Elena
Case 3712;Handle Case;20.3.10 17:07;20.3.10 17:07;BL;Customer 3094;iPhone;Product Assistance;Steve
Case 3718;Handle Case;15.3.10 8:04;15.3.10 8:18;BL;Customer 3099;iPhone;Referred to Servicer;Mathias
Case 3719;Handle Case;12.3.10 10:37;12.3.10 10:39;BL;Customer 3100;MacBook Pro;Referred to Servicer;Mathias
Case 3725;Handle Case;12.3.10 13:50;12.3.10 13:53;BL;Customer 3105;iPhone;Product Assistance;Steve
Case 3725;Handle Case;14.3.10 11:37;14.3.10 11:44;FL;Customer 3105;iPhone;Product Assistance;Wil
Case 3725;Handle Case;15.3.10 15:14;15.3.10 15:17;BL;Customer 3105;iPhone;Product Assistance;Steve
Case 3725;Handle Case;19.3.10 14:51;19.3.10 14:52;FL;Customer 3105;iPhone;Product Assistance;Wil
Case 3729;Handle Case;18.3.10 9:15;18.3.10 9:17;BL;Customer 3109;MacBook Pro;Referred to Servicer;Mathias
Case 3737;Handle Case;8.4.10 11:45;8.4.10 11:48;FL;Customer 3116;MacBook Pro;Referred to Servicer;Kenny
Case 3737;Handle Case;15.4.10 12:00;15.4.10 12:04;FL;Customer 3116;MacBook Pro;Referred to Servicer;Kenny
Case 3741;Handle Case;14.3.10 7:21;14.3.10 7:23;BL;Customer 3119;MacBook Pro;Referred to Servicer;Mathias
Case 3755;Handle Case;5.4.10 13:29;5.4.10 13:29;FL;Customer 3131;MacBook Pro;Product Assistance;Jochem
Case 3756;Handle Case;20.3.10 8:39;20.3.10 8:39;FL;Customer 3132;iPhone;Product Assistance;Mary
Case 3763;Handle Case;18.3.10 7:12;18.3.10 7:13;BL;Customer 3139;MacBook Pro;Referred to Servicer;Mathias
Case 3764;Handle Case;19.3.10 6:53;19.3.10 6:55;BL;Customer 3140;MacBook Pro;Referred to Servicer;Mathias
Case 3766;Handle Case;7.3.10 11:54;7.3.10 12:12;BL;Customer 3142;iPhone;Product Assistance;Stephanie
Case 3766;Handle Case;7.3.10 14:50;7.3.10 14:51;BL;Customer 3142;iPhone;Product Assistance;Steve
Case 3766;Handle Case;11.3.10 15:12;11.3.10 15:13;BL;Customer 3142;iPhone;Product Assistance;Steve
Case 3780;Handle Case;6.3.10 16:27;6.3.10 16:37;FL;Customer 3153;iPhone;Product Assistance;Monique
Case 3780;Handle Case;7.3.10 14:43;7.3.10 14:49;FL;Customer 3153;iPhone;Product Assistance;Monique
Case 3780;Handle Case;12.3.10 17:05;12.3.10 17:06;FL;Customer 3153;iPhone;Product Assistance;Monique
Case 3784;Handle Case;19.3.10 13:21;19.3.10 13:23;FL;Customer 3157;MacBook Pro;Referred to Servicer;Ton
Case 3789;Handle Case;7.3.10 12:53;7.3.10 12:55;FL;Customer 3159;iPhone;Referred to Servicer;Nancy
Case 3792;Handle Case;25.3.10 14:26;25.3.10 14:26;FL;Customer 3;MacBook Pro;Product Assistance;Michael
Case 3800;Handle Case;11.3.10 8:21;11.3.10 8:22;FL;Customer 3168;MacBook Pro;Referred to Servicer;Ashley
Case 3800;Handle Case;12.3.10 9:38;12.3.10 9:40;FL;Customer 3168;MacBook Pro;Referred to Servicer;Erik
Case 3800;Handle Case;12.3.10 9:41;12.3.10 9:47;FL;Customer 3168;MacBook Pro;Referred to Servicer;Erik
Case 3800;Handle Case;13.3.10 7:02;13.3.10 7:12;BL;Customer 3168;MacBook Pro;Referred to Servicer;Mathias
Case 3800;Handle Case;4.4.10 11:40;4.4.10 11:41;FL;Customer 3168;MacBook Pro;Referred to Servicer;Mary
Case 3800;Handle Case;5.4.10 6:53;5.4.10 6:56;BL;Customer 3168;MacBook Pro;Referred to Servicer;Mathias
Case 3800;Handle Case;15.4.10 6:56;15.4.10 6:59;BL;Customer 3168;MacBook Pro;Referred to Servicer;Mathias
Case 3808;Handle Case;18.3.10 11:41;18.3.10 11:45;FL;Customer 3;MacBook Pro;Product Assistance;Erik
Case 3810;Handle Case;16.4.10 11:13;16.4.10 11:13;FL;Customer 3177;MacBook Pro;Product Assistance;Irena
Case 3811;Handle Case;9.3.10 14:17;9.3.10 14:19;FL;Customer 3178;iPhone;Product Assistance;Harold
Case 3811;Handle Case;11.3.10 7:46;11.3.10 7:46;FL;Customer 3178;iPhone;Product Assistance;David
Case 3820;Handle Case;29.3.10 14:00;29.3.10 14:03;BL;Customer 3184;iPhone;Referred to Servicer;Steve
Case 3820;Handle Case;1.4.10 13:29;1.4.10 13:33;FL;Customer 3184;iPhone;Referred to Servicer;Elena
Case 3820;Handle Case;5.4.10 11:21;5.4.10 11:23;BL;Customer 3184;iPhone;Referred to Servicer;Stephanie
Case 3823;Handle Case;18.3.10 6:50;18.3.10 6:51;BL;Customer 3187;MacBook Pro;Referred to Servicer;Mathias
Case 3827;Handle Case;27.3.10 8:09;27.3.10 8:22;FL;Customer 3190;MacBook Pro;Product Assistance;Mariska
Case 3837;Handle Case;6.3.10 6:49;6.3.10 6:50;BL;Customer 3197;MacBook Pro;Referred to Servicer;Mathias
Case 3847;Handle Case;28.3.10 6:53;28.3.10 6:54;BL;Customer 3203;MacBook Pro;Referred to Servicer;Mathias
Case 3852;Handle Case;15.3.10 12:15;15.3.10 12:17;FL;Customer 3207;MacBook Pro;Referred to Servicer;Harold
Case 3852;Handle Case;18.3.10 14:36;18.3.10 14:37;FL;Customer 3207;MacBook Pro;Referred to Servicer;David
Case 3852;Handle Case;22.4.10 7:49;22.4.10 7:51;BL;Customer 3207;MacBook Pro;Referred to Servicer;Mathias
Case 3868;Handle Case;5.3.10 12:34;5.3.10 12:36;FL;Customer 2644;MacBook Pro;Product Assistance;Fred
Case 9;Handle Email;21.3.10 8:33;21.3.10 8:33;FL;Customer 9;MacBook Pro;Product Assistance;Samuil
Case 10;Handle Email;27.3.10 11:29;27.3.10 11:30;FL;Customer 10;iPhone;Product Assistance;Jochem
Case 28;Handle Email;6.3.10 13:57;6.3.10 14:03;FL;Customer 24;iPhone;Product Assistance;Mary
Case 43;Handle Email;26.3.10 12:20;26.3.10 12:23;FL;Customer 37;MacBook Pro;Product Assistance;Jochem
Case 43;Handle Email;26.3.10 12:27;26.3.10 12:27;FL;Customer 37;MacBook Pro;Product Assistance;Jochem
Case 49;Handle Email;19.3.10 7:25;19.3.10 7:27;FL;Customer 42;iPhone;Product Assistance;Samuil
Case 51;Handle Email;6.3.10 14:37;6.3.10 14:37;FL;Customer 44;iPhone;Product Assistance;Mary
Case 67;Handle Email;20.3.10 8:19;20.3.10 8:19;FL;Customer 59;iPhone;Product Assistance;Samuil
Case 67;Handle Email;21.3.10 11:21;21.3.10 11:26;FL;Customer 59;iPhone;Product Assistance;Samuil
Case 110;Handle Email;25.3.10 15:15;25.3.10 15:15;FL;Customer 95;iPhone;Product Assistance;Mary
Case 111;Handle Email;15.3.10 12:38;15.3.10 12:38;FL;Customer 96;iPhone;Referred to Servicer;Richard
Case 111;Handle Email;18.3.10 16:16;18.3.10 16:18;FL;Customer 96;iPhone;Referred to Servicer;Mary
Case 118;Handle Email;21.3.10 8:50;21.3.10 8:50;FL;Customer 103;iPhone;Product Assistance;Samuil
Case 118;Handle Email;22.3.10 7:14;22.3.10 7:22;FL;Customer 103;iPhone;Product Assistance;Samuil
Case 130;Handle Email;8.3.10 11:10;8.3.10 11:11;FL;Customer 114;iPhone;Product Assistance;Mary
Case 132;Handle Email;21.3.10 11:36;21.3.10 11:36;FL;Customer 115;iPhone;Referred to Servicer;Jochem
Case 143;Handle Email;19.3.10 10:11;19.3.10 10:13;FL;Customer 126;iPhone;Product Assistance;Samuil
Case 175;Handle Email;7.3.10 11:47;7.3.10 11:49;FL;Customer 154;iPhone;Product Assistance;Jochem
Case 175;Handle Email;7.3.10 11:51;7.3.10 11:51;FL;Customer 154;iPhone;Product Assistance;Jochem
Case 176;Handle Email;18.3.10 14:52;18.3.10 14:55;FL;Customer 155;MacBook Pro;Referred to Servicer;Wil
Case 240;Handle Email;15.3.10 10:53;15.3.10 10:53;FL;Customer 202;MacBook Pro;Product Assistance;Henk
Case 263;Handle Email;26.3.10 11:25;26.3.10 11:25;FL;Customer 220;iPhone;Referred to Servicer;Susi
Case 268;Handle Email;10.4.10 10:43;10.4.10 10:49;FL;Customer 225;MacBook Pro;Product Assistance;Jochem
Case 285;Handle Email;20.3.10 6:45;20.3.10 6:46;FL;Customer 240;iPhone;Referred to Servicer;Samuil
Case 313;Handle Email;11.3.10 15:24;11.3.10 15:24;FL;Customer 267;iPhone;Product Assistance;Mary
Case 315;Handle Email;11.3.10 12:07;11.3.10 12:22;FL;Customer 269;iPhone;Product Assistance;Jochem
Case 321;Handle Email;25.3.10 11:35;25.3.10 11:36;FL;Customer 274;MacBook Pro;Product Assistance;Jochem
Case 321;Handle Email;25.3.10 11:44;25.3.10 11:44;FL;Customer 274;MacBook Pro;Product Assistance;Jochem
Case 330;Handle Email;8.3.10 7:07;8.3.10 7:07;FL;Customer 283;iPhone;Product Assistance;Richard
Case 330;Handle Email;8.3.10 7:08;8.3.10 7:08;FL;Customer 283;iPhone;Product Assistance;Richard
Case 341;Handle Email;11.3.10 12:06;11.3.10 12:06;FL;Customer 292;MacBook Pro;Referred to Servicer;Jochem
Case 343;Handle Email;7.3.10 13:11;7.3.10 13:11;FL;Customer 294;iPhone;Product Assistance;Richard
Case 346;Handle Email;11.3.10 16:01;11.3.10 16:07;FL;Customer 297;iPhone;Referred to Servicer;Christian
Case 350;Handle Email;8.3.10 8:15;8.3.10 8:17;FL;Customer 301;iPhone;Product Assistance;Samuil
Case 351;Handle Email;12.3.10 16:09;12.3.10 16:09;FL;Customer 302;MacBook Pro;Referred to Servicer;Mary
Case 368;Handle Email;5.3.10 11:11;5.3.10 11:21;FL;Customer 315;MacBook Pro;Product Assistance;Samuil
Case 388;Handle Email;7.3.10 12:56;7.3.10 12:59;FL;Customer 333;iPhone;Product Assistance;Mary
Case 389;Handle Email;21.3.10 15:09;21.3.10 15:34;FL;Customer 334;MacBook Pro;Product Assistance;Steffi
Case 391;Handle Email;12.3.10 11:10;12.3.10 11:19;FL;Customer 335;MacBook Pro;Product Assistance;Steffi
Case 391;Handle Email;12.3.10 11:21;12.3.10 11:21;FL;Customer 335;MacBook Pro;Product Assistance;Steffi
Case 402;Handle Email;18.3.10 12:36;18.3.10 12:36;FL;Customer 344;iPhone;Product Assistance;Samuil
Case 402;Handle Email;25.3.10 11:34;25.3.10 11:34;FL;Customer 344;iPhone;Product Assistance;Jochem
Case 410;Handle Email;14.3.10 14:05;14.3.10 14:11;FL;Customer 350;MacBook Pro;Product Assistance;Samuil
Case 412;Handle Email;3.4.10 14:04;3.4.10 15:04;FL;Customer 352;iPhone;Product Assistance;Jochem
Case 439;Handle Email;18.3.10 12:02;18.3.10 12:02;FL;Customer 374;MacBook Pro;Product Assistance;Steffi
Case 443;Handle Email;25.3.10 10:39;25.3.10 10:39;FL;Customer 377;MacBook Pro;Product Assistance;Mary
Case 447;Handle Email;26.3.10 11:09;26.3.10 11:19;FL;Customer 381;iPhone;Referred to Servicer;Steffi
Case 451;Handle Email;12.3.10 6:42;12.3.10 11:23;FL;Customer 384;MacBook Pro;Product Assistance;Samuil
Case 462;Handle Email;8.3.10 7:28;8.3.10 7:32;FL;Customer 391;iPhone;Product Assistance;Samuil
Case 462;Handle Email;8.3.10 7:45;8.3.10 7:45;FL;Customer 391;iPhone;Product Assistance;Samuil
Case 476;Handle Email;12.3.10 12:40;12.3.10 12:48;FL;Customer 401;MacBook Pro;Product Assistance;Steffi
Case 482;Handle Email;18.3.10 14:52;18.3.10 14:52;FL;Customer 407;MacBook Pro;Product Assistance;Wil
Case 494;Handle Email;19.3.10 7:03;19.3.10 7:06;FL;Customer 418;iPhone;Product Assistance;Samuil
Case 494;Handle Email;19.3.10 7:07;19.3.10 7:07;FL;Customer 418;iPhone;Product Assistance;Samuil
Case 503;Handle Email;19.3.10 11:24;19.3.10 11:30;FL;Customer 424;iPhone;Referred to Servicer;Susi
Case 505;Handle Email;25.3.10 11:55;25.3.10 11:58;FL;Customer 426;iPhone;Product Assistance;Samuil
Case 505;Handle Email;25.3.10 12:00;25.3.10 12:00;FL;Customer 426;iPhone;Product Assistance;Samuil
Case 506;Handle Email;18.3.10 12:24;18.3.10 12:28;FL;Customer 427;iPhone;Product Assistance;Mary
Case 510;Handle Email;18.3.10 15:26;18.3.10 15:26;FL;Customer 431;MacBook Pro;Product Assistance;Wil
Case 535;Handle Email;26.3.10 10:22;26.3.10 10:32;FL;Customer 452;iPhone;Product Assistance;Samuil
Case 535;Handle Email;26.3.10 10:49;26.3.10 10:49;FL;Customer 452;iPhone;Product Assistance;Samuil
Case 542;Handle Email;6.3.10 10:56;6.3.10 10:56;FL;Customer 459;iPhone;Product Assistance;Mary
Case 544;Handle Email;6.3.10 11:29;6.3.10 11:29;FL;Customer 461;iPhone;Product Assistance;Mary
Case 547;Handle Email;11.3.10 14:03;11.3.10 14:03;FL;Customer 462;iPhone;Product Assistance;Mary
Case 547;Handle Email;18.3.10 7:51;18.3.10 7:51;FL;Customer 462;iPhone;Product Assistance;Samuil
Case 555;Handle Email;19.3.10 9:56;19.3.10 10:00;FL;Customer 468;iPhone;Product Assistance;Samuil
Case 555;Handle Email;19.3.10 10:02;19.3.10 10:02;FL;Customer 468;iPhone;Product Assistance;Samuil
Case 557;Handle Email;11.3.10 7:39;11.3.10 7:39;FL;Customer 470;MacBook Pro;Referred to Servicer;Samuil
Case 558;Handle Email;6.3.10 9:01;6.3.10 9:05;FL;Customer 471;iPhone;Product Assistance;Mary
Case 578;Handle Email;6.3.10 14:43;6.3.10 14:43;FL;Customer 486;iPhone;Product Assistance;Mary
Case 580;Handle Email;25.3.10 11:01;25.3.10 11:01;FL;Customer 488;iPhone;Product Assistance;Samuil
Case 585;Handle Email;21.3.10 13:24;21.3.10 13:28;FL;Customer 492;MacBook Pro;Referred to Servicer;Clark
Case 601;Handle Email;6.3.10 10:10;6.3.10 10:10;FL;Customer 506;MacBook Pro;Product Assistance;Jochem
Case 611;Handle Email;7.3.10 7:24;7.3.10 7:37;FL;Customer 515;MacBook Pro;Product Assistance;Samuil
Case 621;Handle Email;3.4.10 10:33;3.4.10 10:33;FL;Customer 525;iPhone;Product Assistance;Steffi
Case 662;Handle Email;18.3.10 6:49;18.3.10 6:49;FL;Customer 560;iPhone;Referred to Servicer;Samuil
Case 662;Handle Email;1.4.10 15:00;1.4.10 15:03;FL;Customer 560;iPhone;Referred to Servicer;Jochem
Case 662;Handle Email;1.4.10 15:04;1.4.10 15:04;FL;Customer 560;iPhone;Referred to Servicer;Jochem
Case 666;Handle Email;25.3.10 11:55;25.3.10 11:55;FL;Customer 564;MacBook Pro;Referred to Servicer;Jochem
Case 685;Handle Email;27.3.10 14:23;27.3.10 14:23;FL;Customer 581;iPhone;Product Assistance;Samuil
Case 688;Handle Email;7.3.10 10:18;7.3.10 13:35;FL;Customer 584;MacBook Pro;Product Assistance;Jochem
Case 689;Handle Email;3.4.10 13:42;3.4.10 13:43;FL;Customer 585;iPhone;Referred to Servicer;Jochem
Case 689;Handle Email;3.4.10 13:47;3.4.10 13:47;FL;Customer 585;iPhone;Referred to Servicer;Jochem
Case 699;Handle Email;6.3.10 13:20;6.3.10 13:20;FL;Customer 595;iPhone;Product Assistance;Jochem
Case 734;Handle Email;2.4.10 13:19;2.4.10 13:26;FL;Customer 619;MacBook Pro;Product Assistance;Mariska
Case 734;Handle Email;9.4.10 6:38;9.4.10 6:38;FL;Customer 619;MacBook Pro;Product Assistance;Mariska
Case 739;Handle Email;18.3.10 7:45;18.3.10 7:48;FL;Customer 624;iPhone;Product Assistance;Susi
Case 756;Handle Email;8.3.10 12:17;8.3.10 12:19;FL;Customer 638;iPhone;Referred to Servicer;Mary
Case 759;Handle Email;8.3.10 10:10;8.3.10 10:10;FL;Customer 641;iPhone;Product Assistance;Mary
Case 771;Handle Email;18.3.10 8:13;18.3.10 8:18;FL;Customer 649;iPhone;Product Assistance;Susi
Case 771;Handle Email;18.3.10 8:20;18.3.10 8:57;FL;Customer 649;iPhone;Product Assistance;Susi
Case 775;Handle Email;14.3.10 14:31;14.3.10 14:40;FL;Customer 652;iPhone;Product Assistance;Wil
Case 784;Handle Email;19.3.10 8:49;19.3.10 8:55;FL;Customer 660;iPhone;Referred to Servicer;Samuil
Case 784;Handle Email;19.3.10 8:57;19.3.10 8:57;FL;Customer 660;iPhone;Referred to Servicer;Samuil
Case 789;Handle Email;2.4.10 14:04;2.4.10 14:04;FL;Customer 664;iPhone;Product Assistance;Mary
Case 792;Handle Email;15.3.10 14:25;15.3.10 14:26;FL;Customer 667;MacBook Pro;Product Assistance;Samuil
Case 797;Handle Email;11.3.10 11:24;11.3.10 11:24;FL;Customer 671;iPhone;Product Assistance;Samuil
Case 806;Handle Email;18.3.10 11:25;18.3.10 11:30;FL;Customer 678;MacBook Pro;Product Assistance;Samuil
Case 813;Handle Email;19.3.10 10:27;19.3.10 10:33;FL;Customer 684;iPhone;Product Assistance;Samuil
Case 813;Handle Email;19.3.10 10:34;19.3.10 10:34;FL;Customer 684;iPhone;Product Assistance;Samuil
Case 819;Handle Email;25.3.10 15:01;25.3.10 15:01;FL;Customer 690;MacBook Pro;Referred to Servicer;Mary
Case 833;Handle Email;25.3.10 10:04;25.3.10 10:09;FL;Customer 702;iPhone;Referred to Servicer;Samuil
Case 833;Handle Email;25.3.10 10:12;25.3.10 10:12;FL;Customer 702;iPhone;Referred to Servicer;Samuil
Case 834;Handle Email;11.3.10 14:25;11.3.10 14:26;FL;Customer 703;iPhone;Product Assistance;Mary
Case 834;Handle Email;14.3.10 14:27;14.3.10 14:30;FL;Customer 703;iPhone;Product Assistance;Wil
Case 845;Handle Email;3.4.10 13:58;3.4.10 13:58;FL;Customer 714;MacBook Pro;Product Assistance;Jochem
Case 845;Handle Email;11.4.10 16:01;11.4.10 16:02;FL;Customer 714;MacBook Pro;Product Assistance;Jochem
Case 852;Handle Email;25.3.10 14:11;25.3.10 14:11;FL;Customer 721;MacBook Pro;Product Assistance;Steffi
Case 868;Handle Email;7.3.10 14:17;7.3.10 14:25;FL;Customer 734;iPhone;Product Assistance;Samuil
Case 868;Handle Email;7.3.10 14:26;7.3.10 14:26;FL;Customer 734;iPhone;Product Assistance;Samuil
Case 877;Handle Email;19.3.10 9:55;19.3.10 9:55;FL;Customer 743;iPhone;Product Assistance;Samuil
Case 880;Handle Email;28.3.10 6:47;28.3.10 6:47;FL;Customer 746;iPhone;Product Assistance;Samuil
